coin_id,time_of_price,price
volo-staked-sui,2024-01-01 08:00:00,0.780157161890415400
volo-staked-sui,2024-01-02 08:00:00,0.847148697608270200
volo-staked-sui,2024-01-03 08:00:00,0.908168119707686200
volo-staked-sui,2024-01-04 08:00:00,0.843534307053116600
volo-staked-sui,2024-01-05 08:00:00,0.859337704685098000
volo-staked-sui,2024-01-06 08:00:00,0.895780751546860300
volo-staked-sui,2024-01-07 08:00:00,0.834919411939085500
volo-staked-sui,2024-01-08 08:00:00,0.802530773819945800
volo-staked-sui,2024-01-09 08:00:00,0.866303190358711800
volo-staked-sui,2024-01-10 08:00:00,0.799321010809305800
volo-staked-sui,2024-01-11 08:00:00,0.841059591366633600
volo-staked-sui,2024-01-12 08:00:00,1.090312877884560500
volo-staked-sui,2024-01-13 08:00:00,1.175772042920026700
volo-staked-sui,2024-01-14 08:00:00,1.298959932533074500
volo-staked-sui,2024-01-15 08:00:00,1.269185900759304500
volo-staked-sui,2024-01-16 08:00:00,1.374559848572764600
volo-staked-sui,2024-01-17 08:00:00,1.277064260246988600
volo-staked-sui,2024-01-18 08:00:00,1.295599404612082200
volo-staked-sui,2024-01-19 08:00:00,1.164067359990853000
volo-staked-sui,2024-01-20 08:00:00,1.170899317548847600
volo-staked-sui,2024-01-21 08:00:00,1.103695526143484700
volo-staked-sui,2024-01-22 08:00:00,1.073348381785537600
volo-staked-sui,2024-01-23 08:00:00,1.075012664720289300
volo-staked-sui,2024-01-24 08:00:00,1.184063402520836500
volo-staked-sui,2024-01-25 08:00:00,1.306323156254498800
volo-staked-sui,2024-01-26 08:00:00,1.181621891019414300
volo-staked-sui,2024-01-27 08:00:00,1.457015354481043100
volo-staked-sui,2024-01-28 08:00:00,1.399231539048524600
volo-staked-sui,2024-01-29 08:00:00,1.341753427422576000
volo-staked-sui,2024-01-30 08:00:00,1.571017031721697600
volo-staked-sui,2024-01-31 08:00:00,1.553768576624157600
volo-staked-sui,2024-02-01 08:00:00,1.531945944612529600
volo-staked-sui,2024-02-02 08:00:00,1.537553434992656700
volo-staked-sui,2024-02-03 08:00:00,1.468129333871372300
volo-staked-sui,2024-02-04 08:00:00,1.442650738785117000
volo-staked-sui,2024-02-05 08:00:00,1.472515531444649600
volo-staked-sui,2024-02-06 08:00:00,1.584023687705226000
volo-staked-sui,2024-02-07 08:00:00,1.530854392892513600
volo-staked-sui,2024-02-08 08:00:00,1.558546479182501400
volo-staked-sui,2024-02-09 08:00:00,1.544795514081361400
volo-staked-sui,2024-02-10 08:00:00,1.782503029902308400
volo-staked-sui,2024-02-11 08:00:00,1.747930652793258000
volo-staked-sui,2024-02-12 08:00:00,1.708839204034066300
volo-staked-sui,2024-02-13 08:00:00,1.780114202520102700
volo-staked-sui,2024-02-14 08:00:00,1.877724900622610900
volo-staked-sui,2024-02-15 08:00:00,1.926090309324628000
volo-staked-sui,2024-02-16 08:00:00,1.882881529957027600
volo-staked-sui,2024-02-17 08:00:00,1.827168393310347300
volo-staked-sui,2024-02-18 08:00:00,1.782711753052417500
volo-staked-sui,2024-02-19 08:00:00,1.811639164420529900
volo-staked-sui,2024-02-20 08:00:00,1.789702612278414300
volo-staked-sui,2024-02-21 08:00:00,1.736462710828233600
volo-staked-sui,2024-02-22 08:00:00,1.709212628575641500
volo-staked-sui,2024-02-23 08:00:00,1.739424611568731300
volo-staked-sui,2024-02-24 08:00:00,1.612855954827516800
volo-staked-sui,2024-02-25 08:00:00,1.649806193485211300
volo-staked-sui,2024-02-26 08:00:00,1.662274997562414500
volo-staked-sui,2024-02-27 08:00:00,1.686274106678561000
volo-staked-sui,2024-02-28 08:00:00,1.625529450955530000
volo-staked-sui,2024-02-29 08:00:00,1.605716537383100400
volo-staked-sui,2024-03-01 08:00:00,1.693857044583343000
volo-staked-sui,2024-03-02 08:00:00,1.700520316785065300
volo-staked-sui,2024-03-03 08:00:00,1.636058271004965400
volo-staked-sui,2024-03-04 08:00:00,1.572004531414602500
volo-staked-sui,2024-03-05 08:00:00,1.499907714619278000
volo-staked-sui,2024-03-06 08:00:00,1.391325678148349200
volo-staked-sui,2024-03-07 08:00:00,1.484532582204007600
volo-staked-sui,2024-03-08 08:00:00,1.601453423716381800
